70250;ARENILLAS;702
70254;PALMALES;702
70251;CHACRAS;702
70255;CARCABON;702
70350;PACCHA;703
70351;AYAPAMBA;703
70352;CORDONCILLO;703
70353;MILAGRO;703
70354;SAN JOSE;703
70355;SAN JUAN DE CERRO AZUL;703
70450;BALSAS;704
70451;BELLAMARIA;704
70550;CHILLA;705
70652;LA IBERIA;706
70650;EL GUABO;706
70653;TENDALES;706
70651;BARBONES (SUCRE);706
70654;RIO BONITO;706
70701;ECUADOR;707
70702;EL PARAISO;707
70704;MILTON REYES;707
70705;UNION LOJANA;707
70703;HUALTACO;707
71401;LA VICTORIA;714
71451;LA LIBERTAD;714
71452;EL PARAISO;714
71453;SAN ISIDRO;714
70104;NUEVE DE MAYO;701
70105;EL CAMBIO;701
70102;MACHALA;701
70101;LA PROVIDENCIA;701
70103;PUERTO BOLIVAR;701
70152;EL RETIRO;701
70850;MARCABELI;708
70851;EL INGENIO;708
70954;PROGRESO;709
70956;CAÃ‘AQUEMADA;709
70951;BUENAVISTA;709
70953;LA PEAÃ‘A;709
70901;BOLIVAR;709
70903;OCHOA LEON (MATRIZ);709
70904;TRES CERRITOS;709
70902;LOMA DE FRANCO;709
70952;CASACAY;709
70955;UZHCURRUMI;709
71053;MOROMORO;710
71001;LA MATRIZ;710
71003;PIÃ‘AS GRANDE;710
71055;SAN ROQUE (AMBROSIO MALDONADO);710
71002;LA SUSAYA;710
71056;SARACAY;710
71054;PIEDRAS;710
71052;LA BOCANA;710
71051;CAPIRO;710
71150;PORTOVELO;711
71151;CURTINCAPA;711
71152;MORALES;711
71153;SALATI;711
71251;BELLAVISTA;712
71253;LA AVANZADA;712
71255;TORATA;712
71254;SAN ANTONIO;712
71257;BELLAMARIA;712
71256;VICTORIA;712
71250;SANTA ROSA;712
71201;SANTA ROSA;712
71205;NUEVO SANTA ROSA;712
71252;JAMBELI;712
71202;PUERTO JELI;712
71351;ABAÃ‘IN;713
71353;GUANAZAN;713
71358;SINSAO;713
71359;SALVIAS;713
71354;GUIZHAGUIÃ‘A;713
71355;HUERTAS;713
71356;MALVAS;713
71357;MULUNCAY GRANDE;713
71350;ZARUMA;713
71352;ARCAPAMBA;713
110251;COLAISACA;1102
110253;UTUANA;1102
110202;CHILE;1102
110203;SAN VICENTE;1102
110201;CARIAMANGA;1102
110254;SANGUILLIN;1102
110252;EL LUCERO;1102
110351;EL TAMBO;1103
110301;CATAMAYO;1103
110353;SAN PEDRO DE LA BENDITA;1103
110352;GUAYQUICHUMA;1103
110354;ZAMBI;1103
110456;SABANILLA;1104
110451;CRUZPAMBA;1104
110457;LOAIZA;1104
110455;POZUL (SAN JUAN DE POZUL);1104
110450;CELICA;1104
110550;CHAGUARPAMBA;1105
110552;EL ROSARIO;1105
110554;AMARILLOS;1105
110551;BUENAVISTA;1105
110553;SANTA RUFINA;1105
110651;BELLAVISTA;1106
110652;JIMBURA;1106
110656;EL AIRO;1106
110654;27 DE ABRIL;1106
110655;EL INGENIO;1106
110650;AMALUZA;1106
110653;SANTA TERESITA;1106
110751;CHANGAIMINA (LA LIBERTAD);1107
110756;SACAPALCA;1107
110753;NAMBACOLA;1107
110754;PURUNUMA (EGUIGUREN);1107
110750;GONZANAMA;1107
110161;VILCABAMBA (VICTORIA);1101
110158;SAN PEDRO DE VILCABAMBA;1101
110162;YANGANA (ARSENIO CASTILLO);1101
110163;QUINARA;1101
110156;MALACATOS (VALLADOLID);1101
110151;CHANTACO;1101
110160;TAQUIL (MIGUEL RIOFRIO);1101
110152;CHUQUIRIBAMBA;1101
110102;SAN SEBASTIAN;1101
110101;EL SAGRARIO;1101
110103;SUCRE;1101
110104;VALLE;1101
110157;SAN LUCAS;1101
110159;SANTIAGO;1101
110153;EL CISNE;1101
110154;GUALEL;1101
110155;JIMBILLA;1101
110802;MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA);1108
110801;GENERAL ELOY ALFARO (SAN SEBASTIAN);1108
110853;SABIANGO (LA CAPILLA);1108
110852;LA VICTORIA;1108
110851;LARAMA;1108
111650;OLMEDO;1116
111651;LA TINGUE;1116
110901;CATACOCHA;1109
110902;LOURDES;1109
110958;CASANGA;1109
110957;SAN ANTONIO;1109
110959;YAMANA;1109
110952;GUACHANAMA;1109
110951;CANGONAMA;1109
110954;LAURO GUERRERO;1109
110956;ORIANGA;1109
111451;CHAQUINAL;1114
111452;12 DE DICIEMBRE;1114
111453;MILAGROS;1114
111450;PINDAL;1114
111051;CIANO;1110
111052;EL ARENAL;1110
111055;VICENTINO;1110
111054;MERCADILLO;1110
111050;ALAMOR;1110
111053;EL LIMO (MARIANA DE JESUS);1110
111550;QUILANGA;1115
111551;FUNDOCHAMBA;1115
111552;SAN ANTONIO DE LAS ARADAS;1115
111159;URDANETA (PAQUISHAPA);1111
111155;SAN ANTONIO DE QUMBE (CUMBE);1111
111152;EL TABLON;1111
111150;SARAGURO;1111
111156;SAN PABLO DE TENTA;1111
111151;EL PARAISO DE CELEN;1111
111158;SELVA ALEGRE;1111
111153;LLUZHAPA;1111
111157;SAN SEBASTIAN DE YULUC;1111
111160;SUMAYPAMBA;1111
111154;MANU;1111
111250;SOZORANGA;1112
111251;NUEVA FATIMA;1112
111252;TACAMOROS;1112
111350;ZAPOTILLO;1113
111354;PALETILLAS;1113
111355;BOLASPAMBA;1113
111351;CAZADEROS;1113
111352;GARZAREAL;1113
111353;LIMONES;1113
190752;TRIUNFO-DORADO;1907
190750;ZUMBI;1907
190753;PANGUINTZA;1907
190254;LA CHONTA;1902
190256;PUCAPAMBA;1902
190252;EL CHORRO;1902
190250;ZUMBA;1902
190259;SAN ANDRES;1902
190251;CHITO;1902
190652;PACHICUTZA;1906
190650;EL PANGUI;1906
190653;TUNDAYME;1906
190651;EL GUISME;1906
190350;GUAYZIMI;1903
190351;ZURMI;1903
190352;NUEVO PARAISO;1903
190850;PALANDA;1908
190853;VALLADOLID;1908
190851;EL PORVENIR DEL CARMEN;1908
190852;SAN FRANCISCO DE VERGEL;1908
190854;LA CANELA;1908
190951;BELLAVISTA;1909
190952;NUEVO QUITO;1909
190950;PAQUISHA;1909
190450;28 DE MAYO (SAN JOSE DE YACUAMBI);1904
190451;LA PAZ;1904
190452;TUTUPALI;1904
190550;YANTZAZA (YANZATZA);1905
190551;CHICAÃ‘A;1905
190553;LOS ENCUENTROS;1905
190102;ZAMORA;1901
190150;ZAMORA;1901
190156;TIMBARA;1901
190155;SABANILLA;1901
190101;EL LIMON;1901
190153;IMBANA (LA VICTORIA DE IMBANA);1901
190152;GUADALUPE;1901
190151;CUMBARATZA;1901
190158;SAN CARLOS DE LAS MINAS;1901
